,Generation,Population_size,Num_species,"list_of_[ID,age,size,fitness,adj_fit,stag]",Total_extinctions,Generation_time,Average_time,Average_fitness,Stdev_fitness,Best_genome_fitness
17,17,32,1,"[[1, 17, 32, '328.4', '0.385', 9]]",0,500.3871943950653,379.74156830310824,74.79826659029042,117.50266978081983,328.44224422442073
18,18,32,1,"[[1, 18, 32, '384.0', '0.380', 10]]",0,462.4904580116272,398.594655251503,91.93734335523938,134.10534590736745,383.9661016949102
19,19,32,1,"[[1, 19, 32, '373.7', '0.411', 11]]",0,519.3629250526428,419.5629588842392,101.87600798782222,135.09247110150596,373.68060836501394
20,20,32,1,"[[1, 20, 32, '357.7', '0.443', 12]]",0,525.3132283687592,425.9420537233353,109.5151737939119,140.78654339764162,357.72413793102805
21,21,32,1,"[[1, 21, 32, '318.2', '0.443', 13]]",0,448.7739157676697,432.93346228599546,92.45968147763044,121.2274613104618,318.1863799283134
22,22,32,1,"[[1, 22, 32, '632.8', '0.292', 0]]",0,622.7142479419708,463.8476981639862,128.38468681712556,161.02079054157102,632.8230769230676
23,23,32,1,"[[1, 23, 32, '406.0', '0.425', 1]]",0,508.3960106372833,478.9202414035797,122.36483599405962,149.1920521489243,405.9999999999943
24,24,32,1,"[[1, 24, 32, '445.0', '0.398', 2]]",0,567.3812372684479,503.56506938934325,127.67691291737454,149.39482314914912,445.00709219857856
25,25,32,1,"[[1, 25, 32, '384.1', '0.518', 3]]",0,589.6415739059448,522.1656492948532,157.29748615768608,150.12931196533077,384.08764940238575
26,26,32,1,"[[1, 26, 32, '402.4', '0.446', 4]]",0,535.2860751152039,527.9746866464615,130.7940663627855,150.96832014891666,402.4028776978337
27,27,32,1,"[[1, 27, 32, '454.6', '0.461', 5]]",0,712.6535224914551,549.2013194561005,164.7263508875446,156.1544192045149,454.6111111111067
28,28,32,1,"[[1, 28, 32, '402.7', '0.491', 6]]",0,687.229573726654,571.6752310276031,153.70885745782817,140.79949403081966,402.66666666666134
29,29,32,1,"[[1, 29, 32, '476.4', '0.360', 7]]",0,481.0945293903351,567.8483914613723,115.2864083422761,149.71260980103088,476.3703703703603
30,30,32,1,"[[1, 30, 32, '431.3', '0.384', 8]]",0,520.4422178268433,567.3612904071808,113.86733474787131,165.26838788670176,431.29182879376435
31,31,32,1,"[[1, 31, 32, '585.2', '0.414', 9]]",0,552.8852760791779,577.7724264383316,190.67718334858333,183.68276784444916,585.245283018856
32,32,32,1,"[[1, 32, 32, '392.1', '0.372', 10]]",0,439.35114312171936,559.4361159563065,91.13925681237677,171.32028796207675,392.11111111110546
33,33,32,1,"[[1, 33, 32, '457.7', '0.438', 11]]",0,577.8176050186157,566.3782753944397,162.55808613464853,141.56439360246608,457.7241379310236
34,34,32,1,"[[1, 34, 32, '409.4', '0.381', 12]]",0,452.21815252304077,554.861966919899,107.15842391169089,147.33583009179696,409.35570469798165
35,35,32,1,"[[1, 35, 32, '356.8', '0.470', 13]]",0,543.5440561771393,550.2522151470184,121.34772716364172,128.32051412529773,356.84745762711316
36,36,32,1,"[[1, 36, 32, '382.5', '0.528', 14]]",0,577.3635182380676,554.4599594593049,162.32295610132638,143.69874304611076,382.5342960288759
37,37,32,1,"[[1, 37, 32, '378.1', '0.439', 15]]",0,514.7214500904083,534.6667522192001,117.44266746743266,157.64221542772822,378.1189591078063
38,38,32,1,"[[1, 38, 32, '348.8', '0.411', 16]]",0,584.1231908798218,524.3561139345169,91.95864382808239,133.7617499392443,348.8044280442773
39,39,32,1,"[[1, 39, 32, '352.7', '0.458', 17]]",0,511.31014466285706,527.3776754617691,114.36734293493359,141.68137801387067,352.6666666666636
40,40,32,1,"[[1, 40, 32, '381.2', '0.440', 18]]",0,537.9544036388397,529.1288940429688,119.21772449535038,139.2477151391762,381.20661157024347
41,41,32,1,"[[1, 41, 32, '550.6', '0.342', 19]]",0,545.8766572475433,528.4280321598053,132.76466982873134,157.04350801527445,550.5993031358778
42,42,32,1,"[[1, 42, 32, '402.8', '0.427', 20]]",0,541.5550181865692,538.6484196662902,125.72107062853671,146.50249207581916,402.815286624197
43,43,32,1,"[[1, 43, 32, '404.3', '0.396', 21]]",0,486.28303146362305,529.494962310791,107.48879402113025,139.0777524963652,404.257839721247
44,44,32,1,"[[1, 44, 32, '552.3', '0.424', 22]]",0,614.8703460693359,545.7601816654205,185.46391773940658,159.21787206490745,552.2585034013523
45,45,32,1,"[[1, 45, 32, '550.1', '0.373', 23]]",0,557.7646203041077,547.1822380781174,150.70693575297935,169.42957323237658,550.1281138789931
46,46,32,1,"[[1, 46, 32, '542.4', '0.308', 24]]",0,462.2501142024994,535.6708976745606,106.9678869642339,191.76457154972863,542.3636363636275
47,47,32,1,"[[1, 47, 32, '334.0', '0.477', 25]]",0,516.0961563587189,535.8083683013916,113.597842449646,133.35229287197586,334.0045751633976
48,48,32,1,"[[1, 48, 32, '428.7', '0.393', 26]]",0,537.9589080810547,531.1919400215149,117.74207681169915,137.08879103383595,428.7272727272642
49,49,32,1,"[[1, 49, 32, '375.0', '0.400', 27]]",0,531.9069786071777,533.2516234159469,97.71178331257588,126.9543768384471,374.96551724137316
50,50,32,1,"[[1, 50, 32, '367.8', '0.455', 28]]",0,510.62482213974,530.518665266037,119.76187516756839,148.14169121064063,367.8181818181764
51,51,32,1,"[[1, 51, 32, '426.0', '0.482', 29]]",0,588.9241330623627,534.823412847519,160.36870739043883,152.33087137863313,425.9999999999917
52,52,32,1,"[[1, 52, 32, '433.3', '0.371', 30]]",0,519.6969051361084,532.6376015424728,109.5341902303254,140.43985620568773,433.27272727271827
53,53,32,1,"[[1, 53, 32, '507.4', '0.388', 31]]",0,504.8545751571655,534.494755911827,143.88696129222603,173.40706146451916,507.4234875444722
54,54,32,1,"[[1, 54, 32, '638.7', '0.363', 0]]",0,606.2859981060028,533.6363211154937,175.62007657428308,195.53588195801453,638.6732673267235
55,55,32,1,"[[1, 55, 32, '470.9', '0.346', 1]]",0,513.2050075531006,529.1803598403931,112.7020538675791,163.6236458095114,470.9122807017442
56,56,32,1,"[[1, 56, 32, '573.9', '0.405', 2]]",0,578.6405763626099,540.8194060564041,182.34958186922967,182.51056446347425,573.8832116788218
57,57,32,1,"[[1, 57, 32, '413.2', '0.500', 3]]",0,622.4676671028137,551.4565571308136,171.73286463612618,141.16537005030173,413.24637681158765
58,58,32,1,"[[1, 58, 32, '457.7', '0.439', 4]]",0,528.2611224651337,550.4867785692215,153.8926938952521,174.00158407526237,457.72413793102527
59,59,32,1,"[[1, 59, 32, '495.2', '0.345', 5]]",0,500.9196095466614,547.3880416631698,113.48508315873383,166.8607386477626,495.22558922557914
60,60,32,1,"[[1, 60, 32, '420.9', '0.419', 6]]",0,462.8359887599945,542.6091583251953,125.60429421387569,167.69746941723406,420.9253731343191
61,61,32,1,"[[1, 61, 32, '590.3', '0.374', 7]]",0,598.5623154640198,543.572976565361,168.3294864940497,190.5565818059001,590.2853820597895
62,62,32,1,"[[1, 62, 32, '786.8', '0.261', 0]]",0,724.4246828556061,564.0457543373108,163.72381409865082,181.8096781416001,786.7692307692163
63,63,32,1,"[[1, 63, 32, '488.0', '0.314', 1]]",0,513.4320936203003,564.9035061836242,93.28590703647679,161.25144886807703,487.98955223879807
64,64,32,1,"[[1, 64, 32, '498.3', '0.254', 2]]",0,480.8444185256958,552.3593482255935,61.58124387635331,155.04756220460166,498.27467811157635
65,65,32,1,"[[1, 65, 32, '435.8', '0.414', 3]]",0,654.2990212440491,566.4687495946885,131.57275522180623,148.26286906522145,435.75074626864944
66,66,32,1,"[[1, 66, 32, '663.6', '0.247', 4]]",0,479.66252088546753,556.5709440469742,98.44758479866009,160.02105261788745,663.5757575757433
67,67,32,1,"[[1, 67, 32, '462.4', '0.291', 5]]",0,498.83410477638245,544.2075878143311,72.10983299245795,158.29242398177,462.36363636362603
68,68,32,1,"[[1, 68, 32, '456.8', '0.329', 6]]",0,591.8247423171997,550.5639497995377,91.93980926194789,150.3118779182049,456.8196721311401
69,69,32,1,"[[1, 69, 32, '280.5', '0.398', 7]]",0,548.3057262897491,555.3025614738465,59.28535624472057,115.68679868386182,280.4704467353923
70,70,32,1,"[[1, 70, 32, '438.2', '0.348', 8]]",0,671.8040030002594,576.1993628978729,95.47065391252573,143.56854157609718,438.20338983049885
71,71,32,1,"[[1, 71, 32, '498.2', '0.352', 9]]",0,536.0186903476715,569.9450003862381,119.01975703138062,158.409575281881,498.2344947735094
72,72,32,1,"[[1, 72, 32, '339.8', '0.455', 10]]",0,454.26478838920593,542.9290109395981,107.1865572133863,142.75176645808367,339.77483443708
73,73,32,1,"[[1, 73, 32, '516.4', '0.283', 11]]",0,427.0087478160858,534.2866763591767,83.35787037701944,160.47408975640272,516.4417670682632
74,74,32,1,"[[1, 74, 32, '416.9', '0.427', 12]]",0,507.70844292640686,536.9730787992478,130.53204585494544,155.92737862028477,416.86956521738625
75,75,32,1,"[[1, 75, 32, '467.3', '0.360', 13]]",0,445.2483217716217,516.068008852005,114.3829284915508,168.58526847089053,467.29032258063705
76,76,32,1,"[[1, 76, 32, '613.9', '0.351', 14]]",0,489.2766225337982,517.0294190168381,165.02003782698125,187.79458490823342,613.865168539315
77,77,32,1,"[[1, 77, 32, '628.7', '0.312', 15]]",0,459.9044494628906,513.1364534854889,136.2045413143892,203.48497436084128,628.6722772277122
78,78,32,1,"[[1, 78, 32, '624.8', '0.356', 16]]",0,522.9474086761475,506.24872012138366,165.7216671132622,177.1187631233109,624.7755020080239
79,79,32,1,"[[1, 79, 32, '534.0', '0.396', 17]]",0,519.235188961029,503.34166638851167,176.52703636709322,164.65546921646467,533.999999999989
80,80,32,1,"[[1, 80, 32, '454.7', '0.383', 18]]",0,477.26063299179077,483.8873293876648,120.87599488434246,160.0781028570416,454.73646209385186
81,81,32,1,"[[1, 81, 32, '457.2', '0.438', 19]]",0,558.4674022197723,486.1322005748749,181.24197031191312,143.78749418049506,457.1551155115436
82,82,32,1,"[[1, 82, 32, '512.7', '0.488', 20]]",0,628.7278575897217,503.57850749492644,221.03191768884014,146.29694438355355,512.7415730336966
83,83,32,1,"[[1, 83, 32, '529.0', '0.340', 21]]",0,497.84491753578186,510.66212446689605,124.78602304934012,186.09818657310245,528.9508196721209
84,84,32,1,"[[1, 84, 32, '471.4', '0.424', 22]]",0,546.6628818511963,514.557568359375,154.95803609134947,160.07042865336317,471.3710247349743
85,85,32,1,"[[1, 85, 32, '595.2', '0.311', 23]]",0,429.8927369117737,513.0220098733902,125.41800652825661,183.00669960909107,595.1891891891787
86,86,32,1,"[[1, 86, 32, '471.7', '0.488', 24]]",0,559.6876149177551,520.0631091117859,188.94228730274722,169.4411285886314,471.693430656927
87,87,32,1,"[[1, 87, 32, '545.7', '0.390', 25]]",0,499.9941740036011,524.0720815658569,160.12661144745965,188.81896648169518,545.7058823529327
88,88,32,1,"[[1, 88, 32, '516.0', '0.368', 26]]",0,492.22143602371216,520.9994843006134,134.52851354521138,177.87525608061298,516.0386100385997
89,89,32,1,"[[1, 89, 32, '406.0', '0.421', 27]]",0,469.27207469940186,516.0031728744507,120.17230864517377,156.02909197647455,405.9999999999926
90,90,32,1,"[[1, 90, 32, '394.0', '0.416', 28]]",0,427.10303378105164,510.98741295337675,112.90502941567216,158.61887656703445,393.97250859105924
91,91,32,1,"[[1, 91, 32, '586.6', '0.402', 29]]",0,538.3154866695404,508.97222139835355,187.5157591896301,178.77561379707927,586.5555555555441
92,92,32,1,"[[1, 92, 32, '643.8', '0.353', 30]]",0,547.1341528892517,500.8128509283066,170.89528086976625,191.03478582530894,643.8277153557943
93,93,32,1,"[[1, 93, 32, '604.5', '0.360', 31]]",0,531.3020186424255,504.15856103897096,164.22897649785264,205.57828330057006,604.5294117646948
94,94,32,1,"[[1, 94, 32, '428.6', '0.413', 32]]",0,471.3582372665405,496.62809658050537,125.52862343147208,157.87168697721862,428.63374485595966
95,95,32,1,"[[1, 95, 32, '432.8', '0.465', 33]]",0,486.126323223114,502.2514552116394,156.3850489485881,161.468302288868,432.84563758388504
96,96,32,1,"[[1, 96, 32, '394.4', '0.487', 34]]",0,557.463937997818,502.0290875196457,147.5905231181104,146.44264108904582,394.42459016392917
97,97,32,1,"[[1, 97, 32, '572.7', '0.444', 35]]",0,543.3048756122589,506.36015768051146,209.1857094238282,189.94441961866113,572.6666666666556
98,98,32,1,"[[1, 98, 32, '505.2', '0.467', 36]]",0,552.2497913837433,512.3629932165146,196.08693701301686,171.85498440855605,505.2063492063397
99,99,32,1,"[[1, 99, 32, '482.2', '0.374', 37]]",0,438.28426003456116,509.26421175003054,128.86027883353032,171.37743654400046,482.2081784386536
100,100,32,1,"[[1, 100, 32, '563.5', '0.429', 38]]",0,522.5916039943695,518.8130687713623,195.33050085871798,198.31842626937214,563.5342465753315
