,Generation,Population_size,Num_species,"list_of_[ID,age,size,fitness,adj_fit,stag]",Total_extinctions,Generation_time,Average_time,Average_fitness,Stdev_fitness,Best_genome_fitness
10,10,98,27,"[[3, 10, 7, '317.4', '0.201', 2], [4, 10, 2, '-53.0', '0.035', 3], [11, 10, 3, '-1.4', '0.078', 3], [16, 10, 2, '-73.5', '0.017', 2], [23, 9, 9, '236.1', '0.196', 3], [24, 8, 3, '9.7', '0.077', 0], [27, 8, 2, '-41.1', '0.036', 3], [28, 7, 3, '21.5', '0.109', 0], [29, 6, 7, '197.4', '0.157', 0], [30, 6, 2, '-46.3', '0.039', 4], [31, 6, 4, '50.2', '0.112', 0], [32, 5, 2, '-81.0', '0.005', 1], [33, 5, 2, '-83.9', '0.003', 3], [34, 5, 5, '-25.5', '0.092', 1], [35, 4, 3, '36.6', '0.068', 3], [36, 3, 7, '228.7', '0.233', 0], [37, 3, 10, '310.3', '0.202', 2], [38, 3, 2, '38.8', '0.058', 0], [39, 3, 2, '-52.9', '0.040', 0], [40, 2, 3, '-30.9', '0.048', 1], [41, 2, 2, '-50.4', '0.028', 0], [42, 2, 4, '585.1', '0.132', 1], [43, 2, 10, '450.6', '0.296', 0], [44, 0, 1, '--', '--', 0], [45, 0, 1, '--', '--', 0], [46, 0, 3, '--', '--', 0], [47, 0, 1, '--', '--', 0]]",0,753.7723128795624,704.719562458992,-1.2860696868507406,125.38531396311028,585.1044776119295
11,11,102,31,"[[3, 11, 6, '596.0', '0.224', 0], [4, 11, 2, '-48.3', '0.039', 4], [11, 11, 2, '-5.5', '0.098', 4], [16, 11, 2, '-77.7', '0.012', 3], [23, 10, 7, '174.7', '0.200', 4], [24, 9, 2, '-59.3', '0.030', 1], [27, 9, 2, '-53.5', '0.037', 4], [28, 8, 2, '-4.3', '0.086', 1], [29, 7, 5, '272.5', '0.359', 0], [30, 7, 3, '28.1', '0.118', 0], [31, 7, 5, '256.4', '0.186', 0], [32, 6, 2, '-29.0', '0.043', 2], [33, 6, 2, '-83.4', '0.003', 4], [34, 6, 4, '286.8', '0.141', 2], [35, 5, 2, '1.0', '0.052', 4], [36, 4, 8, '298.9', '0.273', 0], [37, 4, 8, '362.7', '0.270', 3], [38, 4, 3, '14.9', '0.085', 1], [39, 4, 2, '-71.1', '0.022', 1], [40, 3, 2, '-16.1', '0.045', 0], [41, 3, 2, '-87.6', '0.000', 1], [42, 3, 4, '522.5', '0.305', 2], [43, 3, 4, '156.9', '0.102', 1], [44, 1, 6, '162.7', '0.366', 0], [45, 1, 6, '98.9', '0.273', 0], [46, 1, 4, '1.8', '0.052', 0], [47, 1, 2, '-1.9', '0.125', 0], [48, 0, 2, '--', '--', 0], [49, 0, 1, '--', '--', 0], [50, 0, 1, '--', '--', 0], [51, 0, 1, '--', '--', 0]]",0,1057.65123295784,753.5344102144242,24.731211786358607,134.45012742924825,596.040845070411
12,12,104,30,"[[3, 12, 5, '275.9', '0.193', 1], [16, 12, 2, '-77.0', '0.014', 4], [24, 10, 2, '-52.9', '0.056', 2], [28, 9, 3, '29.7', '0.167', 0], [29, 8, 4, '113.4', '0.182', 1], [30, 8, 2, '-36.8', '0.072', 1], [31, 8, 4, '57.2', '0.092', 1], [32, 7, 2, '-30.8', '0.051', 3], [34, 7, 6, '227.9', '0.325', 3], [36, 5, 7, '322.4', '0.420', 0], [37, 5, 6, '484.7', '0.329', 0], [38, 5, 2, '50.3', '0.095', 0], [39, 5, 2, '-51.8', '0.062', 0], [40, 4, 4, '146.7', '0.215', 0], [41, 4, 2, '-86.2', '0.003', 2], [42, 4, 7, '371.2', '0.378', 3], [43, 4, 5, '60.0', '0.205', 2], [44, 2, 4, '209.4', '0.217', 0], [45, 2, 3, '132.4', '0.083', 0], [46, 2, 3, '49.1', '0.092', 0], [47, 2, 4, '116.4', '0.292', 0], [48, 1, 2, '-87.0', '0.001', 0], [49, 1, 2, '-22.7', '0.114', 0], [50, 1, 2, '-55.5', '0.057', 0], [51, 1, 2, '-14.7', '0.128', 0], [52, 0, 1, '--', '--', 0], [53, 0, 1, '--', '--', 0], [54, 0, 1, '--', '--', 0], [55, 0, 2, '--', '--', 0], [56, 0, 3, '--', '--', 0]]",0,1061.8641066551208,789.3076329708099,18.695077392103652,120.87267113480507,484.74015748030774
13,13,95,32,"[[3, 13, 4, '141.4', '0.170', 2], [24, 11, 2, '-54.4', '0.059', 3], [28, 10, 4, '116.3', '0.241', 0], [29, 9, 4, '165.9', '0.218', 2], [30, 9, 2, '-48.3', '0.052', 2], [31, 9, 3, '-27.7', '0.059', 2], [32, 8, 2, '-69.8', '0.018', 4], [34, 8, 4, '108.6', '0.146', 4], [36, 6, 4, '217.5', '0.232', 1], [37, 6, 5, '430.7', '0.314', 1], [38, 6, 3, '20.4', '0.120', 1], [39, 6, 2, '-32.3', '0.069', 0], [40, 5, 3, '37.0', '0.101', 1], [41, 5, 2, '-87.1', '0.001', 3], [42, 5, 6, '344.9', '0.243', 4], [43, 5, 3, '-1.7', '0.083', 3], [44, 3, 5, '129.7', '0.292', 1], [45, 3, 2, '-0.0', '0.094', 1], [46, 3, 4, '37.5', '0.179', 1], [47, 3, 1, '348.5', '0.257', 0], [48, 2, 2, '-84.1', '0.004', 0], [49, 2, 2, '-36.0', '0.051', 1], [50, 2, 2, '-57.8', '0.034', 1], [51, 2, 4, '96.4', '0.283', 0], [52, 1, 10, '386.1', '0.914', 0], [53, 1, 2, '-28.6', '0.114', 0], [54, 1, 3, '69.5', '0.304', 0], [55, 1, 6, '181.5', '0.263', 0], [56, 1, 6, '92.5', '0.271', 0], [57, 0, 1, '--', '--', 0], [58, 0, 1, '--', '--', 0], [59, 0, 1, '--', '--', 0]]",0,852.6882359981537,806.1974915266037,3.1648257554222763,107.60485000485446,430.72269503545135
14,14,105,39,"[[3, 14, 4, '46.0', '0.170', 3], [24, 12, 2, '-47.3', '0.064', 4], [28, 11, 3, '4.2', '0.132', 1], [29, 10, 3, '74.9', '0.212', 3], [30, 10, 2, '-8.0', '0.084', 3], [31, 10, 3, '-11.3', '0.122', 3], [36, 7, 3, '56.4', '0.219', 2], [37, 7, 3, '30.5', '0.076', 2], [38, 7, 3, '60.7', '0.170', 0], [39, 7, 2, '-39.6', '0.074', 1], [40, 6, 4, '136.2', '0.288', 2], [41, 6, 3, '-87.4', '0.000', 4], [42, 6, 2, '460.8', '0.321', 5], [43, 6, 2, '171.8', '0.184', 4], [44, 4, 4, '118.3', '0.121', 2], [45, 4, 2, '-60.7', '0.034', 2], [46, 4, 2, '33.2', '0.148', 2], [47, 4, 2, '-30.6', '0.058', 1], [48, 3, 3, '-84.0', '0.003', 0], [49, 3, 2, '-38.5', '0.045', 2], [50, 3, 2, '-52.9', '0.037', 0], [51, 3, 5, '312.4', '0.331', 0], [52, 2, 4, '203.8', '0.295', 1], [53, 2, 2, '-43.4', '0.081', 1], [54, 2, 3, '127.5', '0.228', 0], [55, 2, 6, '249.4', '0.325', 0], [56, 2, 5, '402.7', '0.289', 0], [57, 1, 2, '-38.7', '0.050', 0], [58, 1, 2, '-79.6', '0.008', 0], [59, 1, 6, '250.0', '0.374', 0], [60, 0, 2, '-75.9', '0.021', 0], [61, 0, 2, '-3.8', '0.153', 0], [62, 0, 2, '-81.6', '0.011', 0], [63, 0, 3, '32.6', '0.219', 0], [64, 0, 1, '--', '--', 0], [65, 0, 1, '--', '--', 0], [66, 0, 1, '--', '--', 0], [67, 0, 4, '--', '--', 0], [68, 0, 1, '--', '--', 0]]",0,1121.371201992035,876.6651016235352,14.939265286802689,111.98175048878664,460.81727574749937
15,15,108,38,"[[3, 15, 5, '140.3', '0.200', 4], [28, 12, 2, '-18.2', '0.054', 2], [29, 11, 2, '6.7', '0.069', 4], [30, 11, 2, '-20.8', '0.050', 4], [31, 11, 2, '-56.9', '0.026', 4], [36, 8, 2, '44.3', '0.082', 3], [37, 8, 3, '220.2', '0.177', 3], [38, 8, 2, '-4.8', '0.062', 1], [39, 8, 2, '-68.9', '0.024', 2], [40, 7, 3, '40.1', '0.101', 3], [41, 7, 2, '-45.1', '0.018', 0], [44, 5, 3, '119.8', '0.106', 3], [45, 5, 3, '131.3', '0.161', 3], [46, 5, 3, '14.3', '0.129', 3], [47, 5, 2, '12.2', '0.070', 2], [48, 4, 2, '-15.1', '0.032', 0], [49, 4, 2, '-8.5', '0.051', 0], [50, 4, 2, '-0.6', '0.060', 0], [51, 4, 4, '181.6', '0.175', 1], [52, 3, 2, '31.8', '0.082', 2], [53, 3, 2, '-52.9', '0.027', 2], [54, 3, 4, '178.7', '0.130', 0], [55, 3, 5, '248.5', '0.146', 1], [56, 3, 4, '276.0', '0.256', 1], [57, 2, 2, '-26.1', '0.065', 1], [58, 2, 2, '-78.9', '0.008', 1], [59, 2, 6, '696.3', '0.320', 0], [60, 1, 2, '-73.4', '0.014', 0], [61, 1, 3, '7.3', '0.109', 0], [62, 1, 2, '-60.8', '0.031', 0], [63, 1, 2, '9.3', '0.083', 1], [64, 1, 4, '100.9', '0.241', 0], [65, 1, 3, '17.7', '0.135', 0], [66, 1, 7, '169.0', '0.328', 0], [67, 1, 3, '98.7', '0.133', 0], [68, 1, 2, '-75.5', '0.016', 0], [69, 0, 1, '--', '--', 0], [70, 0, 1, '--', '--', 0]]",0,1112.4758875370026,917.6768456935882,9.729769870113966,126.44063374773673,696.3411764705761
16,16,105,36,"[[28, 13, 3, '-10.9', '0.126', 3], [36, 9, 4, '170.4', '0.324', 4], [37, 9, 5, '513.1', '0.573', 0], [38, 9, 3, '57.3', '0.147', 2], [39, 9, 2, '-57.9', '0.045', 3], [40, 8, 2, '15.1', '0.091', 4], [41, 8, 2, '-50.0', '0.033', 1], [44, 6, 3, '192.8', '0.191', 4], [45, 6, 1, '175.4', '0.163', 0], [46, 6, 4, '56.3', '0.158', 0], [47, 6, 2, '-3.5', '0.078', 3], [48, 5, 2, '11.0', '0.084', 0], [49, 5, 2, '-35.1', '0.045', 1], [50, 5, 2, '-26.1', '0.055', 1], [51, 5, 3, '65.0', '0.095', 2], [52, 4, 2, '13.0', '0.085', 3], [53, 4, 2, '-51.1', '0.059', 3], [54, 4, 3, '0.1', '0.065', 1], [55, 4, 4, '235.3', '0.202', 2], [56, 4, 5, '292.7', '0.338', 2], [57, 3, 2, '-27.0', '0.090', 2], [58, 3, 2, '-77.1', '0.014', 0], [59, 3, 6, '280.9', '0.356', 1], [60, 2, 2, '-6.6', '0.072', 0], [61, 2, 2, '-2.9', '0.119', 1], [62, 2, 2, '-59.1', '0.042', 0], [63, 2, 3, '104.5', '0.250', 0], [64, 2, 5, '284.7', '0.310', 0], [65, 2, 4, '209.1', '0.299', 0], [66, 2, 6, '255.6', '0.261', 0], [67, 2, 4, '135.9', '0.243', 0], [68, 2, 3, '27.2', '0.127', 0], [69, 1, 2, '-47.9', '0.067', 0], [70, 1, 3, '-53.5', '0.058', 0], [71, 0, 3, '--', '--', 0], [72, 0, 1, '--', '--', 0]]",0,1248.7409098148346,961.5095453977585,20.066387649618544,117.2236207912047,513.1428571428488
17,17,106,36,"[[28, 14, 2, '9.1', '0.103', 4], [37, 10, 4, '339.1', '0.405', 1], [38, 10, 4, '62.0', '0.212', 0], [39, 10, 2, '-50.3', '0.058', 4], [41, 9, 1, '-43.0', '0.042', 0], [45, 7, 4, '106.6', '0.359', 1], [46, 7, 5, '197.9', '0.286', 0], [47, 7, 2, '-19.5', '0.074', 4], [48, 6, 2, '38.0', '0.117', 0], [49, 6, 2, '-7.3', '0.076', 0], [50, 6, 2, '-60.4', '0.030', 2], [51, 6, 4, '69.5', '0.178', 3], [52, 5, 5, '247.1', '0.401', 4], [53, 5, 3, '-0.5', '0.123', 0], [54, 5, 5, '255.3', '0.287', 0], [55, 5, 5, '213.2', '0.310', 3], [56, 5, 5, '453.7', '0.364', 0], [57, 4, 2, '-34.2', '0.077', 3], [58, 4, 2, '-82.0', '0.006', 1], [59, 4, 5, '86.5', '0.178', 2], [60, 3, 2, '-76.7', '0.013', 1], [61, 3, 2, '-13.7', '0.107', 2], [62, 3, 2, '-42.6', '0.062', 0], [63, 3, 3, '38.4', '0.199', 1], [64, 3, 4, '235.8', '0.133', 1], [65, 3, 3, '57.5', '0.220', 1], [66, 3, 6, '316.5', '0.341', 0], [67, 3, 3, '112.2', '0.134', 1], [68, 3, 5, '247.7', '0.340', 0], [69, 2, 2, '-53.4', '0.033', 1], [70, 2, 2, '127.7', '0.163', 0], [71, 1, 2, '-64.1', '0.023', 0], [72, 1, 2, '19.2', '0.198', 0], [73, 0, 1, '--', '--', 0], [74, 0, 1, '--', '--', 0], [75, 0, 1, '--', '--', 0]]",0,1123.363026380539,1000.4675834417343,20.348821384515944,111.68109769661196,453.6941176470549
18,18,107,35,"[[37, 11, 3, '233.8', '0.368', 2], [38, 11, 3, '29.1', '0.121', 1], [41, 10, 3, '-86.7', '0.002', 1], [45, 8, 5, '207.0', '0.397', 0], [46, 8, 4, '142.2', '0.258', 1], [48, 7, 2, '71.6', '0.161', 0], [49, 7, 2, '-69.5', '0.019', 1], [50, 7, 2, '-55.9', '0.036', 3], [51, 7, 2, '70.0', '0.125', 4], [53, 6, 2, '-47.9', '0.056', 1], [54, 6, 4, '170.2', '0.154', 1], [55, 6, 5, '189.4', '0.281', 4], [56, 6, 3, '407.8', '0.397', 1], [57, 5, 2, '-30.7', '0.102', 4], [58, 5, 2, '-79.8', '0.012', 2], [59, 5, 3, '236.7', '0.244', 3], [60, 4, 2, '-74.9', '0.017', 2], [61, 4, 3, '-3.4', '0.117', 3], [62, 4, 3, '46.3', '0.160', 0], [63, 4, 3, '68.3', '0.282', 2], [64, 4, 4, '110.3', '0.294', 2], [65, 4, 5, '46.3', '0.168', 2], [66, 4, 6, '229.5', '0.338', 1], [67, 4, 2, '113.9', '0.146', 2], [68, 4, 5, '151.2', '0.343', 1], [69, 3, 2, '-56.1', '0.033', 2], [70, 3, 2, '-51.0', '0.061', 1], [71, 2, 2, '-65.4', '0.033', 1], [72, 2, 5, '233.9', '0.379', 0], [73, 1, 3, '-25.7', '0.125', 0], [74, 1, 2, '-86.7', '0.002', 0], [75, 1, 4, '-79.0', '0.017', 0], [76, 0, 1, '--', '--', 0], [77, 0, 2, '--', '--', 0], [78, 0, 1, '--', '--', 0]]",0,1197.9614427089691,1047.8484960794449,11.240237861579367,102.11732578739971,407.78679245282774
19,19,104,38,"[[37, 12, 4, '82.9', '0.326', 3], [38, 12, 2, '-10.2', '0.116', 2], [41, 11, 2, '-86.1', '0.003', 2], [45, 9, 4, '218.1', '0.278', 0], [46, 9, 4, '80.4', '0.275', 2], [48, 8, 2, '-86.1', '0.004', 1], [49, 8, 2, '-66.2', '0.029', 2], [50, 8, 2, '-60.9', '0.039', 4], [53, 7, 2, '-57.1', '0.077', 2], [54, 7, 6, '208.9', '0.315', 2], [55, 7, 6, '307.4', '0.477', 0], [56, 7, 7, '276.3', '0.684', 2], [58, 6, 2, '-80.1', '0.011', 3], [59, 6, 3, '238.1', '0.415', 4], [60, 5, 2, '-77.4', '0.023', 3], [61, 5, 2, '-10.2', '0.168', 4], [62, 5, 2, '-61.6', '0.046', 1], [63, 5, 2, '-6.4', '0.115', 3], [64, 5, 2, '116.9', '0.215', 3], [65, 5, 1, '104.6', '0.130', 3], [66, 5, 6, '314.2', '0.682', 2], [67, 5, 5, '158.5', '0.501', 0], [68, 5, 2, '-20.2', '0.097', 2], [69, 4, 2, '-53.4', '0.044', 3], [70, 4, 3, '-13.4', '0.163', 2], [71, 3, 2, '-63.2', '0.037', 0], [72, 3, 4, '281.8', '0.251', 0], [73, 2, 2, '12.4', '0.170', 0], [74, 2, 2, '-86.3', '0.003', 0], [75, 2, 2, '31.8', '0.192', 0], [76, 1, 2, '-87.1', '0.002', 0], [77, 1, 3, '-22.9', '0.161', 0], [78, 1, 2, '-39.4', '0.121', 0], [79, 0, 3, '--', '--', 0], [80, 0, 3, '--', '--', 0], [81, 0, 1, '--', '--', 0], [82, 0, 1, '--', '--', 0], [83, 0, 2, '--', '--', 0]]",0,968.0494434833527,1069.276209139824,1.9481010897054705,104.65232832625247,314.23970037453034
20,20,106,36,"[[37, 13, 5, '361.9', '0.255', 4], [38, 13, 2, '-84.5', '0.004', 3], [41, 12, 2, '-87.4', '0.000', 3], [45, 10, 5, '281.0', '0.270', 0], [46, 10, 3, '0.3', '0.061', 3], [48, 9, 2, '-86.9', '0.001', 2], [49, 9, 2, '-30.3', '0.037', 3], [53, 8, 2, '-47.7', '0.049', 3], [54, 8, 5, '189.0', '0.155', 3], [55, 8, 5, '271.4', '0.231', 1], [56, 8, 4, '117.4', '0.148', 3], [58, 7, 2, '-81.6', '0.004', 4], [60, 6, 2, '-77.3', '0.009', 4], [62, 6, 2, '-17.9', '0.070', 2], [63, 6, 3, '26.7', '0.139', 4], [64, 6, 4, '238.1', '0.209', 4], [65, 6, 2, '33.0', '0.155', 4], [66, 6, 3, '333.6', '0.217', 0], [67, 6, 4, '146.0', '0.168', 1], [68, 6, 3, '65.6', '0.122', 3], [69, 5, 2, '-40.3', '0.058', 0], [70, 5, 2, '-62.7', '0.023', 3], [71, 4, 2, '-53.3', '0.034', 0], [72, 4, 3, '-8.0', '0.075', 1], [73, 3, 3, '131.0', '0.167', 0], [74, 3, 2, '-86.7', '0.001', 1], [75, 3, 2, '236.2', '0.238', 0], [76, 2, 2, '-69.6', '0.012', 0], [77, 2, 7, '692.7', '0.472', 0], [78, 2, 4, '244.1', '0.243', 0], [79, 1, 2, '-43.6', '0.021', 0], [80, 1, 2, '78.7', '0.093', 0], [81, 1, 4, '-37.4', '0.065', 0], [82, 1, 2, '-86.4', '0.002', 0], [83, 1, 6, '377.7', '0.318', 0], [84, 0, 1, '--', '--', 0]]",0,1076.443921327591,1071.155477976799,15.682084093337739,132.1035462288644,692.6647058823407
21,21,108,33,"[[38, 14, 3, '64.7', '0.239', 0], [41, 13, 2, '-51.1', '0.032', 4], [45, 11, 4, '220.5', '0.301', 1], [46, 11, 2, '38.2', '0.141', 4], [48, 10, 2, '-86.7', '0.001', 3], [49, 10, 2, '-60.7', '0.024', 4], [53, 9, 2, '-50.6', '0.052', 4], [54, 9, 4, '209.2', '0.169', 4], [55, 9, 6, '380.5', '0.455', 0], [56, 9, 6, '435.3', '0.470', 4], [62, 7, 2, '-63.1', '0.028', 3], [64, 7, 5, '288.3', '0.365', 0], [65, 7, 4, '300.5', '0.363', 0], [66, 7, 5, '308.9', '0.435', 1], [67, 7, 2, '212.6', '0.228', 0], [68, 7, 4, '245.6', '0.356', 4], [69, 6, 2, '-50.6', '0.032', 1], [70, 6, 2, '13.7', '0.122', 4], [71, 5, 2, '-65.5', '0.028', 1], [72, 5, 4, '188.4', '0.243', 2], [73, 4, 2, '-12.7', '0.078', 1], [74, 4, 2, '-87.5', '0.000', 2], [75, 4, 5, '316.8', '0.384', 0], [76, 3, 2, '1.5', '0.081', 0], [77, 3, 6, '488.9', '0.369', 1], [78, 3, 3, '-37.6', '0.043', 1], [79, 2, 2, '-41.1', '0.041', 0], [80, 2, 3, '144.8', '0.313', 0], [81, 2, 2, '-24.3', '0.060', 0], [82, 2, 2, '-82.8', '0.005', 0], [83, 2, 7, '344.4', '0.485', 1], [84, 1, 5, '221.6', '0.536', 0], [85, 0, 1, '--', '--', 0]]",0,1271.2434782981873,1092.0934151411057,42.64526426017468,142.2768727303647,488.93886925794584
22,22,107,31,"[[38, 15, 2, '72.6', '0.087', 0], [45, 12, 3, '224.8', '0.243', 2], [48, 11, 2, '-87.4', '0.000', 4], [55, 10, 7, '333.6', '0.432', 1], [56, 10, 7, '584.2', '0.350', 0], [62, 8, 2, '-58.1', '0.039', 4], [64, 8, 5, '326.7', '0.308', 0], [65, 8, 3, '27.8', '0.048', 1], [66, 8, 7, '406.0', '0.438', 0], [67, 8, 3, '0.5', '0.107', 1], [68, 8, 6, '310.7', '0.432', 0], [69, 7, 2, '-55.4', '0.024', 2], [71, 6, 2, '-63.9', '0.023', 2], [72, 6, 3, '32.7', '0.069', 3], [73, 5, 3, '-5.8', '0.107', 2], [74, 5, 2, '-86.9', '0.001', 3], [75, 5, 4, '448.0', '0.228', 0], [76, 4, 2, '-80.4', '0.006', 1], [77, 4, 5, '525.2', '0.514', 2], [78, 4, 2, '-37.6', '0.047', 2], [79, 3, 3, '93.7', '0.167', 0], [80, 3, 4, '126.4', '0.171', 1], [81, 3, 2, '-35.9', '0.066', 1], [82, 3, 2, '12.0', '0.075', 0], [83, 3, 5, '463.9', '0.574', 0], [84, 2, 7, '331.0', '0.406', 0], [85, 1, 2, '-87.4', '0.001', 0], [86, 0, 2, '--', '--', 0], [87, 0, 1, '--', '--', 0], [88, 0, 3, '--', '--', 0], [89, 0, 2, '--', '--', 0]]",0,1450.7823560237885,1151.9028271436691,69.78796244944392,174.04410740086044,584.2006920415134
23,23,105,30,"[[38, 16, 2, '-20.4', '0.053', 1], [45, 13, 5, '422.9', '0.428', 0], [55, 11, 6, '334.0', '0.270', 2], [56, 11, 8, '514.2', '0.401', 1], [64, 9, 4, '222.2', '0.231', 1], [65, 9, 4, '468.4', '0.313', 0], [66, 9, 6, '327.0', '0.263', 1], [67, 9, 4, '138.0', '0.160', 2], [68, 9, 5, '373.3', '0.285', 0], [69, 8, 2, '-44.7', '0.033', 3], [71, 7, 2, '-55.5', '0.034', 3], [72, 7, 2, '147.6', '0.147', 4], [73, 6, 2, '86.9', '0.110', 3], [74, 6, 2, '-85.6', '0.002', 0], [75, 6, 5, '378.2', '0.273', 1], [76, 5, 2, '-87.2', '0.001', 2], [77, 5, 3, '588.3', '0.541', 3], [78, 5, 2, '-32.5', '0.080', 3], [79, 4, 2, '78.1', '0.106', 1], [80, 4, 3, '96.8', '0.178', 2], [81, 4, 2, '-21.4', '0.077', 0], [82, 4, 2, '-25.5', '0.049', 1], [83, 4, 3, '264.4', '0.306', 1], [84, 3, 5, '276.9', '0.317', 1], [85, 2, 2, '-88.0', '0.000', 1], [86, 1, 3, '-43.6', '0.042', 0], [87, 1, 2, '-44.5', '0.064', 0], [88, 1, 7, '212.3', '0.281', 0], [89, 1, 8, '117.4', '0.207', 0], [90, 0, 1, '--', '--', 0]]",0,1300.916622877121,1187.134829044342,63.63995048087137,163.68192809963222,588.3104693140691
24,24,106,30,"[[38, 17, 3, '50.7', '0.155', 2], [45, 14, 4, '136.3', '0.137', 1], [55, 12, 5, '325.4', '0.250', 3], [56, 12, 6, '295.2', '0.169', 2], [64, 10, 3, '185.6', '0.149', 2], [65, 10, 3, '310.5', '0.148', 1], [66, 10, 7, '440.7', '0.330', 0], [67, 10, 5, '368.8', '0.205', 0], [68, 10, 4, '389.4', '0.206', 0], [69, 9, 2, '-52.4', '0.023', 4], [71, 8, 2, '-62.9', '0.024', 4], [73, 7, 3, '41.7', '0.148', 4], [74, 7, 2, '-87.0', '0.001', 1], [75, 7, 4, '343.3', '0.137', 2], [76, 6, 3, '77.2', '0.106', 0], [77, 6, 7, '687.8', '0.494', 4], [78, 6, 2, '-32.0', '0.064', 4], [79, 5, 2, '-1.7', '0.077', 2], [80, 5, 2, '70.5', '0.083', 3], [81, 5, 2, '4.9', '0.075', 0], [82, 5, 2, '-8.1', '0.054', 2], [83, 5, 4, '123.1', '0.166', 2], [84, 4, 3, '94.0', '0.123', 2], [85, 3, 2, '-57.2', '0.020', 0], [86, 2, 4, '285.5', '0.202', 0], [87, 2, 2, '-31.4', '0.048', 0], [88, 2, 7, '407.8', '0.338', 0], [89, 2, 6, '673.3', '0.280', 0], [90, 1, 4, '115.6', '0.262', 0], [91, 0, 1, '--', '--', 0]]",0,1305.356048822403,1205.5333137273788,54.01225363099195,169.34666427892117,687.8181818181661
25,25,106,30,"[[38, 18, 2, '27.0', '0.072', 3], [45, 15, 5, '407.7', '0.329', 2], [55, 13, 4, '343.5', '0.168', 4], [56, 13, 5, '401.2', '0.261', 3], [64, 11, 4, '215.2', '0.237', 3], [65, 11, 2, '-50.0', '0.024', 2], [66, 11, 6, '523.5', '0.206', 0], [67, 11, 3, '361.1', '0.150', 1], [68, 11, 2, '280.4', '0.135', 1], [74, 8, 2, '-87.2', '0.000', 2], [75, 8, 3, '280.5', '0.173', 3], [76, 7, 2, '67.4', '0.066', 1], [77, 7, 8, '707.3', '0.367', 0], [79, 6, 2, '-47.0', '0.050', 3], [80, 6, 3, '73.2', '0.140', 4], [81, 6, 2, '-42.2', '0.052', 1], [82, 6, 3, '169.7', '0.165', 0], [83, 6, 4, '274.9', '0.244', 3], [84, 5, 2, '25.8', '0.103', 3], [85, 4, 3, '-50.5', '0.040', 0], [86, 3, 2, '151.0', '0.182', 1], [87, 3, 2, '-30.3', '0.068', 0], [88, 3, 5, '487.0', '0.288', 0], [89, 3, 7, '526.9', '0.376', 1], [90, 2, 5, '414.8', '0.346', 0], [91, 1, 8, '524.4', '0.770', 0], [92, 0, 1, '--', '--', 0], [93, 0, 1, '--', '--', 0], [94, 0, 1, '--', '--', 0], [95, 0, 1, '--', '--', 0]]",0,1380.845466375351,1232.3702716112136,68.84083019225275,179.4583640547863,707.3245033112477
26,26,100,31,"[[38, 19, 2, '-45.4', '0.037', 4], [45, 16, 4, '358.6', '0.237', 3], [56, 14, 5, '499.5', '0.373', 4], [64, 12, 3, '249.3', '0.200', 4], [65, 12, 2, '-25.5', '0.071', 3], [66, 12, 7, '402.8', '0.358', 1], [67, 12, 5, '366.2', '0.244', 2], [68, 12, 4, '360.9', '0.359', 2], [74, 9, 2, '-87.8', '0.000', 3], [75, 9, 6, '402.2', '0.474', 4], [76, 8, 2, '-82.9', '0.004', 2], [77, 8, 5, '279.4', '0.153', 1], [79, 7, 3, '99.3', '0.222', 0], [80, 7, 4, '149.5', '0.225', 0], [81, 7, 2, '-17.1', '0.057', 2], [82, 7, 1, '-38.9', '0.031', 1], [83, 7, 2, '329.6', '0.184', 4], [84, 6, 2, '-5.1', '0.110', 4], [85, 5, 1, '-32.6', '0.026', 0], [86, 4, 4, '298.9', '0.314', 0], [87, 4, 2, '-35.7', '0.061', 1], [88, 4, 5, '277.2', '0.351', 1], [89, 4, 6, '624.7', '0.383', 2], [90, 3, 4, '228.5', '0.185', 1], [91, 2, 5, '149.6', '0.074', 1], [92, 1, 2, '-41.5', '0.065', 0], [93, 1, 4, '134.9', '0.313', 0], [94, 1, 2, '-19.0', '0.097', 0], [95, 1, 4, '159.0', '0.346', 0], [96, 0, 1, '--', '--', 0], [97, 0, 1, '--', '--', 0]]",0,1216.184883594513,1229.1146689891816,65.81783838453943,168.43937363071092,624.7499999999878
